Gene	Ctrl1	Ctrl2	Ctrl3	Ctrl4	Ctrl5	Ctrl6	Ctrl7	Ctrl8	Ctrl9	Ctrl10	Ctrl11	Ctrl12	Ctrl13	Ctrl14	Ctrl15	Ctrl16	Ctrl17	Ctrl18	Ctrl19	Ctrl20	Ctrl21	Ctrl22	Ctrl23	Ctrl24	Ctrl25	Ctrl26	Ctrl27	A01	A02	Lag10	Lag12	Lag14	Lag21	Lag28	Lag30	Lag32	Lag35	Lag40	Lag43	Lag63	Lag65	Lag66	Lag69	Lag71	Lag72	Lag75	Lag78	Lag79	Lag81	Lag84	Lag85	Lag87	Lag89	Lag91
APOH	8.22882	9.03067	5.92967	7.84549	4.5088	10.3332	12.6234	8.2854	10.0224	12.4383	9.11634	8.14466	14.3443	6.33778	12.1098	14.2288	10.6257	8.32643	6.08451	7.71397	9.53138	7.14794	5.45775	9.53916	6.05761	5.83991	9.01959	10.4818	8.00562	11.0634	12.9819	10.7977	13.4383	8.87958	11.2527	7.20316	9.85487	6.13152	10.697	5.02908	6.45615	10.8218	8.13443	6.62774	9.21189	13.7099	6.73261	10.6257	11.7649	4.87217	8.73471	5.54242	8.73809	5.16099
HEP2	11.7731	5.82903	6.07944	8.47978	6.2029	7.98299	11.1163	6.05861	8.75154	9.72792	8.43463	8.98584	12.577	5.43941	8.07146	14.1437	8.32193	7.45121	6.37786	8.60363	7.04973	5.58877	6.44823	8.11894	3.83824	8.01123	8.7039	7.64654	7.61471	7.11894	9.20457	9.43463	9.95274	5.47601	9.2854	6.96951	8.97441	8.57743	6.19116	6.78831	8.84549	9.07682	9.40727	8.62936	9.14975	10.5507	8.27612	9.06878	9.68299	6.01691	8.46352	6.62843	9.29462	4.60936
MUC5B	9.19476	9.66889	9.1267	9.99435	6.2075	7.52356	8.51175	6.46923	8.39232	10.1548	9.02791	7.33092	7.69349	5.93767	9.783	9.12928	6.12658	8.86109	9.95128	8.12412	9.85019	7.29462	8.69	7.50779	8.51964	8.39232	8.31741	9.02237	8.20945	9.23122	8.92481	9.12928	10.1293	6.91886	10.6073	5.52162	5.59313	7.74147	9.24793	4.96888	7.96578	9.49185	8.53916	7.56224	9.33539	8.75154	9.44501	9.49386	10.0362	7.48382	9.60177	8.79766	8.50779	7.39232
CYTT	7.49185	8.38802	9.68124	8.85798	7.41785	7.53991	7.08746	7.76818	4.82698	7.42626	6.29588	12.9012	7.27534	9.08746	7.08746	8.40514	10.0768	9.29462	11.0901	6.85585	7.96578	9.41785	9.42836	9.77314	7.8392	5.62351	7.40939	7.87036	10.5887	7.69349	6.22869	7.93664	8.15019	11.744	5.79606	8.94544	12.2046	10.9144	9.85487	11.2877	8.15987	7.2854	8.56224	7.31288	6.43408	6.29146	6.80806	7.39232	7.49433	7.31264	7.59246	7.21917	7.04439	10.5981
B2MG	15.7498	16.1791	15.8263	15.6125	15.0868	15.3512	15.2099	15.4767	15.8163	14.887	15.5447	15.8088	14.6991	15.1869	15.3163	14.5922	16.0554	15.5173	16.1033	15.3819	15.9106	16.0554	15.9725	15.718	14.8287	15.6523	15.601	15.2805	14.863	15.9153	15.0992	15.7654	15.1317	16.3356	16.1012	15.392	16.1216	15.3684	15.1155	15.7073	15.0617	15.6551	15.8138	16.0764	15.8846	15.0276	15.6523	14.9293	15.2549	15.6773	15.5111	15.906	15.3092	15.7366
PADI2	7.37458	5.62018	8.25267	6.70203	6.56978	9.07146	8.62571	8.80413	9.08481	8.56986	9.10066	7.78136	5.43133	8.80735	8.54689	5.44071	9.18982	8.80413	8.11894	8.36194	9.15987	8.85487	9.07146	8.62936	6.02544	8.14975	8.27612	7.64386	6.38271	9.05528	8.18488	10.3219	6.01441	9.14721	8.30834	8.55459	8.79116	7.93598	7.02189	8.47978	6.59544	9.15541	8.57743	9.68124	8.2854	7.10914	9.05257	5.94467	6.84549	7.72792	7.17369	8.24317	8.77479	5.96493
SBP1	7.78136	9.1267	9.43671	9.78463	9.67419	10.6707	11.3387	9.51175	8.91289	12.06	12.0154	11.6751	13.4512	10.9366	13.0032	11.4147	9.91438	10.6707	10.6165	11.4094	11.2228	9.10591	9.21432	9.45738	10.6073	8.45943	10.1163	11.388	11.4767	9.56605	10.6165	11.0014	11.944	9.07682	10.6618	10.0084	9.03892	10.6073	11.3987	7.71425	9.55651	13.5746	9.45327	8.62936	10.8218	12.7977	12.2674	7.76818	12.2963	9.75489	12.3799	9.59433	9.88417	9.98014
ANO1	6.16635	10.6165	10.5793	6.67662	10.9144	10.7228	11.1228	10.944	10.5118	8.75822	10.3772	11.0224	9.00843	10.4305	8.46761	9.58496	11.0701	10.697	11.2527	10.0224	10.6528	11.3663	10.1163	10.8218	10.7313	10.4409	10.8611	10.0362	10.6707	11.1421	9.22882	10.3987	6.11258	10.8376	9.74315	10.4305	11.5887	9.76818	11.2228	11.1548	10.7649	10.0768	10.8218	11.3498	8.94837	9.04985	11.1737	9	8.36632	11.5411	9.03617	11.0362	11.0362	10.8057
K22E	12.8435	12.6257	12.3961	16.2382	13.0049	12.6393	12.1357	11.9144	11.7185	12.6188	11.8017	11.4818	12.3799	12.3163	13.5981	11.4818	11.3443	16.3286	12.7586	14.2438	12.2935	12.3304	13.3718	11.2228	12.8956	10.42	12.3934	11.3934	14.6439	13.0498	13.7419	11.9366	15.1155	10.9586	12.158	11.2046	11.4868	14.4383	12.4969	12.5507	11.944	13.6773	11.9837	11.3049	13.06	15.624	11.9586	13.8037	12.8994	11.1485	11.2288	9.94837	12.3691	13.1799
ACPH	8.66178	5.10791	5.6502	6.2161	5.06307	9.59433	10.5411	7.58496	9.07948	10.2167	8.27146	9.80574	11.7271	7.96	10.4409	11.7566	8.49185	8.25267	8.59619	8.43045	9.06878	7.01268	7.33255	7.39232	6.1858	6.41149	8.09276	8.83289	9.15735	9.55651	10.3106	9.29462	10.3106	7.69349	9.05799	4.84158	7.71425	8.89178	8.09803	5.05618	7.33092	10.3219	8.62571	4.98548	8.32193	10.5699	9.21675	8.37504	9.94544	5.25481	9.13955	3.46349	8.53138	8.03892
VAS1	5.95947	8.84862	6.55094	5.57235	8.21917	9.5157	6.88264	10.0224	8.19476	9.18735	9.16239	6.85798	8.04704	6.68428	7.85798	5.97767	9.23122	9.53333	9.5216	8.45943	9.81858	10.0498	6.01018	9.60363	8.52748	9.49386	8.74147	9.89178	7.85798	9.45533	6.84549	7.92481	7.4039	9.66178	10.2408	8.20945	10.1923	6.37572	7.48382	8.49985	8.224	6.96578	8.37069	10.2288	8.03342	8.13933	7.1899	7.91886	7.6865	6.89482	9.23601	7.92481	8.44294	8.59619
PEBP1	8.98299	7.91289	9.73132	7.65105	6.31474	10.4094	10.5314	9.63118	8.55459	11.0362	10.8765	10.4512	12.6662	9.92035	12.0967	11.0154	9.55267	9.35094	9.45327	10.0634	10.5887	7.06609	7.65821	9.76653	6.28477	7.24793	8.45533	11.2644	10.2046	8.85798	10.8533	10.4305	11.3387	4.32108	8.7039	9.14975	9.35975	10.4615	10.3554	6.28434	7.85175	12.9996	7.51745	7.40939	10.7482	12.4793	10.6073	6.73273	12.0014	6.01897	11.6618	6.9542	8.40514	8.29002
KLK11	7.70044	8.41785	6.22461	9.18982	6.24762	7.82655	7.69349	7.79442	7.17991	9.40727	8.51175	6.11922	5.76155	7.9542	8.04439	8.3837	7.70044	8.3966	8.59246	7.96578	9.55075	7.7879	9	7.6865	7.77479	6.75489	6.63997	7.43463	9.06609	8.56605	6.00026	7.94251	9.81858	6.01729	8.67948	5.62197	5.36951	8.98584	6.19836	7.91886	6.10168	8.42206	6.78136	8.04439	9.68299	9.84549	9.12412	6.82719	8.224	7.42626	10.2046	6.76818	7.17991	6.80322
MUCB	6.47524	11.2467	10.7398	10.1293	5.05811	11.0154	11.7855	9.98014	10.7566	10.3987	10.8611	9.2738	9.49985	9.783	11.8017	12.6004	8.73132	11.388	11.5411	9.83131	11.9144	11.3332	9.05528	8.56224	5.21933	8.93664	8.30378	10.8138	11.4305	10.973	8.52748	10.6165	6.91373	9.77972	11.8956	7.5227	7.62936	11.8956	11.2167	8.19967	9.66	12.0701	8.93664	11.1163	10.5699	8.11958	10.4512	9.88417	10.6883	6.7265	10.9144	8.35315	10.6618	8.89178
CYTC	12.7855	11.3934	12.4278	12.0014	11.7566	11.4357	12.5793	12.0224	12.0668	12.3443	11.5411	12.8037	11.4252	11.6303	12.3471	12.3332	12.2467	12.1098	12.6926	11.769	12.1923	12.2348	11.584	12.5068	11.4969	13.1049	12.1163	12.3049	12.446	12.2761	11.6211	11.7271	12.0258	12.3745	11.5555	12.6528	13.0481	12.3554	11.7056	11.2228	12.3134	12.388	12.4717	11.6618	12.1861	12.5093	11.1033	12.3526	12.2046	11.744	11.9293	12.446	12.1389	12.6461
PRR27	11.944	12.1421	12.2167	11.0154	11.8765	11.8178	7.07682	11.9144	10.8918	8.86728	8.59619	11.9106	8.96867	12.6027	12.0668	10.4818	10.9658	11.9293	12.4173	12.6416	11.8611	13.464	11.7566	13.8918	11.8494	11.8178	11.8218	11.4094	6.78136	12.6484	12.158	6.90689	11.9513	13.0014	11.2819	12.1131	13.6773	8.30834	12.7313	13.6211	12.1643	11.0084	10.6528	13.5746	11.8455	10.0084	12.6073	11.6528	11.0634	12.3021	11.4615	9.39017	11.3608	11.4868
ZSC22	5.39437	10.8765	10.6707	9.58684	10.3443	11.0634	10.2167	11.1984	10.3772	10.1163	11.1611	10.388	9.13955	9.92926	10.1548	9.14721	10.9586	10.3106	10.7142	10.8994	10.5216	10.8918	10.9069	11.0014	10.6707	10.3987	10.7056	10.8533	9.99435	10.9873	10.6257	10.3443	8.91289	10.9658	10.8918	10.388	11.0154	9.74483	10.6795	11.1485	10.6618	9.39232	10.1421	11.2992	10.3219	9.224	10.8138	9.77149	8.80413	10.388	9.31515	9.77149	10.0768	10.2877
MANBA	9.32418	8.56605	8.633	6.74	7.13955	9.56796	8.67948	9.20701	8.82655	8.64386	9.42626	8.224	10.3332	7.30378	8.77149	8.60733	9.29692	9.85798	8.37069	8.46761	9.04985	8.3966	8.51964	8.29002	8.52356	8.56986	9.06609	8.73809	6.91886	7.33092	8.02237	9.07146	9.84706	8.55075	9.33762	8.38802	8.32643	6.83289	9	8.14975	8.13955	8.20457	7.5157	10.7731	8.24741	10.4615	8.82655	7.46761	8.76818	7.69349	13.3021	11.5265	8.87652	7.2384
LDHA	11.4357	11.388	10.2408	9.79116	10.2046	11.9979	12.6926	10.6883	9.23122	12.7142	13.2703	12.8057	14.4448	11.2228	13.2046	12.1389	11.8178	13.0293	10.944	12.3106	12.5043	12.5981	9.24079	11.6165	9.36413	11.6027	10.9069	12.6707	12.3581	11.388	12.3853	13.5981	13.0102	12.4512	12.2348	10.9586	11.5314	12.2228	13.412	9.64566	10.8057	13.9012	9.36413	11.9658	12.0901	13.5864	13.8238	5.05306	13.7731	7.43463	13.5387	11.1163	10.1293	10.6257
PRDX5	11.2761	8.224	8.86728	9.64386	7.18982	10.2761	10.5699	9.29692	8.83289	12.0327	11.0154	11.6528	13.6991	11.4252	12.5216	11.3826	9.68825	10.6257	10.7731	11.2348	11.3387	5.53076	8.70044	8.94251	5.00444	8.37938	9.73471	11.6119	11.6751	10.5411	10.7056	11.5411	11.1548	5.74399	10.3106	9.99435	4.33109	10.3219	11.9256	5.62102	8.54689	14.2438	6.79179	6.24201	11.7482	12.9819	11.744	7.74819	13.3581	8.36632	11.888	6.9542	9.40088	10.1799
CO9	9.29692	8.43463	5.44977	7.37504	6.80267	9.18488	10.1923	7.29606	8.6865	9.93074	7.18787	11.0634	12.5722	8.65464	10.3219	13.1325	8.7039	8.67948	8.19476	7.21917	8.84862	4.41103	9.28309	5.47555	7.17991	6.85798	8.99718	10.2167	9.10591	8.05528	8.13955	11.2644	11.4919	6.40088	9.26209	7.89482	5.50869	7.81378	8.01123	7.8392	6.72118	9.66534	6.22408	7.29462	9.10066	8.95128	10.4615	8.00562	8.61839	5.70406	9.09803	8.3837	9.41574	9.10852
MIF	9.77808	7.15167	6.84549	5.16069	5.82229	10.0362	9.51373	9.28077	7.25434	10.6073	10.2288	9.74651	11.8098	8.38802	11.4094	10.3554	9.66178	8.43879	8.34873	8.87037	9.39446	6.41894	6.46323	8.91588	8.14514	4.72701	7.17991	10.2527	9.16742	9.64746	9.58684	10.6707	10.5603	5.22028	9.18735	7.01052	8.76818	9.41574	9.91438	3.90176	7.42543	12.697	6.44756	6.0876	10.4512	11.4717	11.3772	6.31436	11.5699	5.53375	11.6707	6.13485	5.04753	6.42614
THRB	7.88264	8.14975	8.76818	7.31288	5.48672	10.4615	12.7377	6.19917	9.28077	11.9403	7.50779	11.2819	14.0447	6.50514	11.1799	14.8037	11.8572	7.2854	5.892	8.36632	9.18239	4.3571	5.09016	10.6073	4.74928	5.16622	8.53138	9.72792	8.90087	10.7895	12.4435	10.9801	12.1674	7.49185	6.79442	5.41213	9.11894	9.05799	8.98868	5.41275	6.96674	11.2935	8.71425	6.49287	7.67948	12.7121	7.6865	6.38559	9.39874	5.81971	9.0634	7.9946	9.28771	5.51366
HUTH	11.3772	11.2288	13.0241	6.54551	12.0498	11.3498	10.8057	10.8138	11.5459	10.1163	10.9586	11.3826	11.9069	12.4564	6.27557	9.03342	10.1799	12.1	11.2703	11.5887	11.9031	9.6865	12.2935	11.5265	12.388	11.5746	12.2378	10.1923	11.7099	10.9366	10.5018	9.59246	8.04581	11.3387	10.0498	12.1611	11.2167	11.584	12.8455	12.2076	12.6096	10.7731	11.6393	11.7185	10.8138	6.42476	11.0224	10.7228	11.3718	12.4305	11.0835	12.2137	11.2046	12.5216
COR1A	9.77314	8.54689	10.1293	6.07851	10.2046	9.75989	11.8455	9.79116	10.5699	10.944	10.388	11.2408	10.0362	10.0498	11.3987	11.7607	9.85019	10.5699	10.1293	10.4615	10.7056	10.0901	9.90238	10.5018	10.1163	9.64386	10.4919	10.2761	10.8611	10.9513	10.5887	13.4512	9.11374	10.1548	9.73132	10.2761	9.99435	9.14466	10.5216	7.8392	11.3718	12.6926	11.0084	10.2527	10.8994	9.31061	10.2288	9.46352	10.6707	10.7566	9.9571	10.0901	9.80252	4.51053
ANAG	12.4383	10.8688	9.16992	5.90025	9.59246	9.45533	8.79766	9.3966	7.74819	7.22793	9.07414	8.73132	9.16239	10.0498	9.19722	6.84549	9.25267	9.09276	8.11374	9.74483	9.31515	9.94251	12.1131	9.26679	10.3554	9.87498	9.36632	8.77149	8.61471	9.49185	10.0498	9.65285	5.52911	9.60733	9.83289	10.0768	9.34207	9.71253	10.8297	11.9106	9.29921	8.90689	9.81378	9.81538	8.27146	6.80205	11.1293	5.87801	9.10066	9.17243	8.76155	9.14975	10.1033	9.37721
AMPL	9.59433	7.70044	6.09077	6.4943	6.11337	10.0224	9.82018	8.02791	6.70295	8.50383	7.92481	10.1923	11.5265	5.28099	9.93958	11.2586	7.52356	4.42795	7.12928	8.92481	10.0901	5.90719	7.46761	7.2384	7.46761	5.20187	6.97728	12.3663	9.44915	8.65464	8.42206	8.633	5.16519	6.82725	9.08215	5.33994	4.9552	8.14351	7.44715	6.28785	7.45546	12.5289	7.71425	5.86831	8.91289	9.9571	12.2107	6.03792	7.86419	5.53776	10.9586	7.55459	5.38056	6.37376
SPB13	11.3387	9.84235	10.5887	9.79928	10.5793	10.3987	9.94105	10.1421	10.3443	10.388	10.7228	10.6528	10.2046	10.6348	10.3772	9.78953	10.944	9.74315	10.5216	10.6883	10.1674	10.5411	10.5018	10.0768	10.8376	10.2288	10.5507	9.66889	9.70908	10.4512	10.6257	9.37504	10.4094	10.9513	10.42	10.4094	10.5118	10.1421	11.2046	10.8218	10.8918	10.9366	10.5699	10.9144	10.2527	10.8611	10.2644	10.1799	10.3219	10.2761	9.51964	10.2527	10.0634	10.2288
ANXA5	11.5411	8.28077	10.1674	10.5793	7.02767	12.1453	12.6484	9.77808	9.94837	11.9218	10.9801	12.3853	14.4383	9.21189	12.964	13.2556	8.99435	11.3387	10.0498	9.67596	10.973	9.67066	9.53916	9.68299	7.48382	4.57385	10.1548	10.5603	11.9513	10.3987	11.7566	11.0362	12.3826	6.43399	12.0293	9.27845	8.0607	11.2703	11.9069	7.72792	11.0293	14.0014	9.03617	7.66534	11.4305	13.7524	12.1163	7.6865	13.3853	7.6865	12.1453	7.48382	8.68299	10.0362
GALT5	5.90071	7.54689	9.49185	6.52623	8.91588	10.1293	9.52552	9.82177	9.65821	7.33985	9.10066	10.1163	9.56224	9.17243	8.61471	8.26209	8.74483	7.54689	8.43879	9.00843	9.40088	7.7879	9.02237	8.82018	8.77149	10.0901	8.65464	9.33762	7.29462	9.47978	9.91139	8.56986	6.6387	8.75489	8.02237	9.15987	9.15228	7.30378	8.84235	8.76487	9.73809	9.25974	8.94544	9.50383	8.53916	7.97913	7.88874	8.19476	10.0901	8.82337	9.19229	9.25503	9.43045	8.58496
IDHP	5.77094	8.23362	9.32418	9.05257	8.70044	7.1562	7.7211	5.96274	7.25739	8.17991	9.59433	8.21917	7.37504	8.45533	8.29002	7.69349	8.18488	9.26444	8.11374	9.81378	8.92481	8.37069	7.79442	8.72792	9.01402	8.89482	9.43045	8.86419	8.46352	7.24793	7.49185	7.96	8.1574	8.50383	8.08215	8.3966	8.18982	8.01681	8.28225	6.53863	6.50891	10.3219	8.13955	8.71081	8.87344	8.59991	8.09276	7.91289	5.77473	8.74819	9.75989	9.22641	8.71081	9.24555
AK1A1	6.75529	6.49002	7.01123	7.08746	6.75464	9.08481	9.94251	7.91289	8.69	9.53333	8.37069	9.76818	12.3049	8.82337	10.9513	10.7895	4.43685	7.86419	8.5812	7.78136	9.62936	5.18344	5.78446	7.19967	6.12036	8.28077	5.49461	9.96145	10.6707	6.97728	8.76487	8.40088	8.6865	5.23932	7.3837	7.17991	7.3837	5.27002	9.3443	6.21643	5.43835	12.8277	5.77841	4.92002	8.9542	11.4564	10.3987	5.8058	11.0967	6.5857	9.58871	6.81445	7.54555	6.71374
AL1A3	7.55459	7.19967	7.31288	7.8009	5.65919	8.66178	10.5216	8.91588	7.99435	12.0967	10.6073	10.6528	13.2571	8.78136	12.865	11.6165	7.52356	6.41003	5.11683	10.42	9.0634	6.95274	9.26209	6.39529	6.72166	8.49586	8.9542	9.45533	8.7211	7.81378	9.33985	9.87344	10.5507	6.02795	9.39874	5.34313	5.42756	9.62022	10.9144	7.69349	5.89765	14.0362	7.73471	7.43815	9.14211	10.9293	11.8297	5.32543	11.697	6.28942	12.7711	8.12928	5.60526	8.45943
PLST	7.7879	8.53528	9.77808	8.72451	9.80413	10.2408	10.1033	7.35755	10.7649	6.96578	9.17243	9.98014	11.4305	9.21432	10.4717	9.35315	9.15482	9.32868	9.3837	10.0084	9.59805	7.24793	6.85798	7.93664	9.48985	9.41996	9.45533	10.6257	11.5507	9.30834	10.8533	10.9801	9.51175	6.67243	10.5018	7.67948	7.60733	8.12412	10.6883	7.20945	8.3837	13.2732	8.20945	7.29462	10.1421	11.1737	11.2107	5.65299	12.1098	7.31095	11.0835	4.46333	8.59619	8.35315
A1AG2	6.44321	7.63662	5.70655	8.17991	6.90493	10.4094	12.5887	8.52356	10.3332	9.84706	7.0964	11.2703	13.3443	8.67596	10.1674	13.5387	9.87958	8.63662	8.07682	8.26209	9.25974	7.21917	5.76626	9.33092	5.26057	8.16992	9.08746	9.7039	9.7039	9.79604	10.8842	10.1548	10.8533	8.74147	8.33985	8.02791	7.79442	8.56605	9.84862	6.74658	9.29002	10.7228	9.21189	5.715	8.16992	12.3526	7.64386	8.67243	10.3772	8.59246	6.72358	5.73247	9.42626	8.93664
KAIN	8.65105	4.99003	7.09803	9.29692	5.22711	5.98426	7.2854	7.96	6.85798	8.66889	7.19967	6.47575	10.0362	7.65105	7.72792	11.3332	8.17493	7.79442	8.28077	8.59246	7.43463	5.30507	8.12412	4.16295	7.76155	6.54077	5.29793	7.21589	7.20945	6.75489	7.54689	7.17991	8.70044	6.96578	7	6.2726	6.61633	8.98584	7.5963	6.76818	7.81378	8.76155	7.59991	5.72389	8.16992	9.50383	6.06553	6.0181	8.58871	7.42626	7.53138	7.26679	6.47905	7.3837
PPAP	6.49632	9.48985	7.87652	7.06585	8.36632	10.3106	8.13955	8.81057	6.82018	6.85599	9.63662	8.21917	6.92485	8.04439	6.61504	5.1873	7.70736	7.91289	8.27146	7.93664	10.0224	8.01681	7.3837	9.47371	8.07682	7.82018	6.61038	10.1033	7.42626	8.84862	7.85175	7.2854	6.95981	8.9542	6.04727	8.43045	9.7039	7.39372	8.35315	8.13955	8.25739	9.75167	7.35755	9.99435	7.06654	6.49266	9.44501	5.23611	7.3959	8.33985	9.95128	7.37504	6.66844	5.93148
PPGB	7.62936	8.99435	7.77479	8.62936	5.60198	8.45533	7.17991	7.80735	8.21917	8.13955	7.50779	8.47978	9.44501	7.67948	7.84549	5.31326	8.57365	8.88264	8.30834	7.33092	9.55651	8.44294	8.59991	7.26679	8.73809	8.45533	7.26679	7.47573	8.17493	7.26679	7.84549	8.19967	8.86419	7.49985	8.33092	6.67801	7.21917	8.90087	8.16491	7.45943	7.79442	8.75822	7.99435	8.60733	8.48784	7.91886	8.60733	8.3443	9.15735	6.88531	7.49185	7.15987	8.26209	8.13955
DESP	7.71425	12.2963	10.9366	9.31061	9.54496	11.9801	12.42	12.4173	10.6348	11.8494	10.7142	11.9403	9.00282	12.5338	10.9069	10.9513	12.6817	14.1196	11.4147	10.8918	11.7099	12.6325	12.577	12.3826	10.4409	11.9069	11.3049	12.1861	13.7834	11.446	11.0566	11.3276	12.412	12.2877	10.8455	10.7977	12.5507	11.6439	10.944	12.5483	10.3219	11.944	10.8533	12.043	10.9366	11.8258	11.7936	11.1421	10.3987	9.45121	10.7228	11.2992	10.8611	10.3772
KV109	11.5118	11.4969	7.57384	9.12412	9.57743	7.85175	7.65105	7.9542	8.67948	10.7649	9.70563	6.78136	10.0634	7.72792	8.84549	8.89785	7.67243	11.0293	10.2877	9.73302	10.3772	5.86522	10.2992	6.30547	9.32868	6.0442	9.27146	6.73994	9.45533	9.29921	7.47573	9.87652	10.0901	7.54689	9.65464	7.18595	7.64386	9.12153	6.43297	10.697	6.98418	11.4252	9.0634	10.2877	11.043	8.03342	11.6348	6.03576	11.0566	9.61655	9.20701	7.53916	10.3772	6.07639
NQO1	8.8857	8.41785	8.04439	8.42626	5.69528	5.97142	7.39232	5.44375	7.14975	9.20457	7.50779	7.9542	9.75822	6.93665	8.18982	7.83289	7.74147	7.63662	6.05249	6.13605	7.77116	7.26679	7.56224	7.04439	4.80773	7.43463	7.76155	8.15482	6.54478	8.94837	7.40939	8.84549	6.95639	7.52356	6.83289	6.84074	4.61266	6.65643	6.58924	5.49346	7.13526	10.0224	5.05384	7.08746	8.24317	6.65878	8.35315	6.71547	10.2877	7.74147	7.8009	7.67948	7.58496	7.65821
MDHC	9.24793	8.87344	9.73471	8.73809	10.0768	11.2467	10.2527	6.75489	8.25739	10.8455	10.5314	10.8218	13.0396	9.70217	11.9069	11.9908	9.30606	9.4818	8.62205	10.1033	10.7142	8.74819	9.48784	9.40301	9.13955	9.04985	10.1799	10.8376	10.5314	10.2644	9.54689	10.7814	10.1293	7.90689	9.42836	10.7313	7.88874	7.3837	11.3718	8.98299	9.09011	13.2273	9.76818	7.74819	9.31515	11.3663	11.7398	8.01681	11.9908	9.55459	11.4094	9.50581	9.13443	7.93074
HTRA1	11.3049	9.92778	9.99435	9.78953	10.2167	10.8688	8.78136	10.6165	10.4094	9.59059	10.4512	9.8009	10.4818	8.45943	10.1033	7.61471	9.74315	8.6865	9.41151	10.5793	10.4094	11.3163	10.9366	11.2408	10.1163	9.84549	11.6926	9.39232	10.3772	9.2738	5.69565	7.86932	10.3772	10.1548	10.6348	10.8533	9.93811	9.16742	10.6618	10.6528	10.4615	10.7228	11.9944	10.5793	10.1799	9.87344	10.4094	10.8376	10.1799	10.3332	10.8297	11.5651	10.3554	9.5157
SLIT3	8.45121	10.6707	10.6348	6.11822	6.445	10.8611	9.13955	9.95274	9.18982	9.89633	9.88264	8.19476	6.87557	7.88874	10.4717	7.76155	9.48985	9.99435	9.47167	8.50383	10.1293	9.76487	9.24317	10.0498	5.80803	8.61839	9.59991	9.12928	8.01123	10.7313	9.36632	9.33316	9.68299	9.04985	10.3554	6.40933	10.0498	9.29232	9.52356	8.59246	9.37721	9.73132	7.21917	9.87344	9.82018	8.98299	9.80413	9.09011	7.66301	6.34947	10.0362	7.03342	9.49386	8.5157
ADSV	5.57905	8.47573	8.82972	9.21675	7.56224	8.21432	6.75845	6.46127	7.07682	8.3837	6.79442	7.07484	10.6165	7.81378	8.01123	9.14466	7.94251	8.00562	8.27146	6.86624	7.16993	7.09803	7.74147	7.20455	6.53622	5.28974	7.72792	6.46107	7.25739	7.25739	5.85518	6.59544	9.17243	7.80735	7.71425	6.58773	5.83955	7.36632	8.72451	7.83289	7.02237	10.1674	6.65821	7.57743	7.2384	9.35315	6.40939	7.09602	7.88264	6.91754	8.7211	8.29002	8.93074	8.62571
DNJC3	10.7398	11.5216	11.9106	10.1033	12.7334	12.0258	11.6926	12.1954	12.0701	10.0362	12.0362	12.388	11.8727	12.7731	11.6484	10.8138	11.9801	11.6707	11.2467	11.8611	11.8218	12.2644	11.973	12.3581	12.6234	12.5265	12.4893	11.6883	11.4615	11.5507	11.7228	11.3987	9.8392	11.8533	11.3332	12.183	12.7099	11.0362	13.0802	12.697	12.3554	11.2348	12.5483	12.4383	11.3106	11.4919	11.3718	12.3359	9.93074	12.8784	11.4357	12.6528	12.0327	12.4818
GGH	10.1293	6.33807	7.15987	6.43001	7.75489	7.39232	8.35315	8.96	6.85071	7.22611	8.21917	8.76487	7.97728	7.7879	8.64746	8.83289	7.65821	8.56224	5.90812	7.67948	9.9263	7.08746	6.08033	7.20945	7.70044	7.79442	7.40088	9.48985	8.04985	9.89633	9.7211	8.43463	9.37286	7.53916	7.74819	8.04439	7.35755	6.85802	8.13955	7.59991	7.14975	7.60733	8.01123	7.43463	6.6635	5.76493	8.224	6.01421	8.02849	8.09803	7.8009	7.98868	7.12928	5.24
KI16B	6.44398	10.7895	12.0119	12.8277	12.3163	10.2527	11.1611	9.6987	11.4409	12.4278	11.8376	11.0293	12.5627	12.0293	11.7099	9.21432	11.6165	11.9256	12.3276	12.5459	11.2586	11.5265	12.0802	10.3772	12.3471	11.1163	11.3443	9.40088	11.3826	11.5603	11.3718	11.769	11.888	10.9144	11.7649	11.1984	11.8956	11.6303	11.1421	10.9218	11.4041	11.5746	11.0498	11.5018	12.3554	11.7482	10.0084	10.8994	11.6439	12.2877	11.1098	12.0119	10.7649	10.6257
K2022	9.56986	10.5887	10.9069	9.65105	11.6707	10.7731	11.0154	10.6348	11.5118	9.68124	11.42	10.7398	11.0293	11.1357	10.3332	9.81378	11.42	10.0224	10.3219	10.3332	9.77479	11.4717	10.4615	10.6439	10.8765	10.9218	11.9256	10.2644	9.91289	10.6073	10.0901	10.3106	10.2408	10.42	11.0154	11.6795	10.8533	10.5018	10.2288	10.3106	10.4409	9.52943	11.6707	11.3163	9.2854	10.4919	11.3608	10.8138	10.2992	10.9873	11.5118	11.6165	11.4818	11.1611
KV205	6.02386	10.3332	9.39017	9.81218	9.17493	9.90839	9.14211	9.90989	9.27146	10.1033	8.02791	8.28077	8.7211	7.8009	8.85175	9.75656	7.03342	7.14975	8.99718	7.26679	9.61655	6.44294	8.27146	8.25267	9.22882	8.24317	8.65464	8.8857	9.05528	8.11374	8.33092	7.66679	8.59619	8.87344	8.80413	7.79442	8.82337	9.53916	7.65105	5.93542	7.96	9.16239	9.86419	7.89482	8.56986	9.73978	8.61471	8.8009	8.82018	8.56986	8.51964	9.49985	9.73132	9.48985
