Gene	Ctrl1	Ctrl2	Ctrl3	Ctrl4	Ctrl5	Ctrl6	Ctrl7	Ctrl8	Ctrl9	Ctrl10	Ctrl11	Ctrl12	Ctrl13	Ctrl14	Ctrl15	Ctrl16	Ctrl17	Ctrl18	Ctrl19	Ctrl20	Ctrl21	Ctrl22	Ctrl23	Ctrl24	Ctrl25	Ctrl26	Ctrl27	A01	A02	Lag10	Lag12	Lag14	Lag21	Lag28	Lag30	Lag32	Lag35	Lag40	Lag43	Lag63	Lag65	Lag66	Lag69	Lag71	Lag72	Lag75	Lag78	Lag79	Lag81	Lag84	Lag85	Lag87	Lag89	Lag91
GDIR2	9.77314	6.98868	5.45936	9.65821	9.90539	10.8533	11.1923	10.1674	9.20945	10.6795	9.32418	11.7228	11.7895	7.8392	11.5411	11.6751	8.99718	7.31288	8.49586	10.3219	10.9801	5.06152	10.2992	8.01681	8.29462	9.69697	9.76321	11.5699	10.3332	11.1163	10.6528	13.3718	10.8297	5.84775	8.9571	9.37721	5.54857	10.6883	9.88874	4.31646	11.0701	13.279	9.98014	7.62205	10.0901	12.1131	11.0901	9.72792	11.6303	9.65821	10.1923	5.79764	9.45327	7.59991
PCBP1	8.14975	8.57743	8.60733	10.6073	4.87845	10.5699	10.1674	9.99435	7.21502	10.2288	9.9542	10.0634	10.2761	9.18239	10.3106	8.68299	9.54496	9.61839	9.90238	8.94251	8.62205	9.19476	9.14211	9.37069	6.97024	8.33539	5.72118	10.7313	9.69349	9.75989	9.86264	9.15228	9.54303	9.22882	9.28309	7.21917	10.5411	9.35755	9.03892	8.98299	6.61211	11.2046	7.82655	9.01402	9.60733	10.5118	10.5411	4.63332	9.87805	8.66178	10.7056	7.96	8.42206	9.34873
BTD	10.0634	10.1033	9.86882	7.05528	9.71253	11.0293	9.80574	10.2761	9.47978	9.27146	10.5507	9.55075	10.4615	8.67948	9.74651	10.8138	10.4818	9.70217	9.91139	9.63844	10.3554	10.5314	10.3554	10.3663	8.76818	10.0362	9.81538	10.2046	8.75154	10.5981	9.86728	9.20701	8.87344	10.1293	10.973	9.68475	10.4615	9.13186	10.2288	10.3106	10.2992	9.11894	10.3663	11.2288	9.61655	9.59991	10.9069	9.71253	9.46557	8.73471	10.4919	10.1293	10.5216	10.1421
ADK	7.92267	6.18707	7.49185	7.49185	7.62205	6.08968	7.46761	7.64386	7.29462	7.36632	6.93074	7.97728	9.62022	8.23362	7.89482	6.62498	7.45121	7.20945	7.19967	7.67243	8.08746	7.19967	6.96578	7.5157	7.67948	7.65105	7.37504	7.15734	7.55459	5.66799	6.52236	8.78136	6.66093	7.25739	8.96578	7.55459	7.67243	7.77479	7.17991	7.36632	7.58151	9.99435	7.83289	5.52975	6.61487	8.47356	8.49185	4.10474	7.57743	7.37504	8.12928	7.04439	6.31714	7.70044
EPIPL	9.2738	9.16491	9.74819	9.54303	9.13443	8.18488	9.3837	7.2384	8.60363	9.60177	8.67243	8.94837	9.42206	9.8933	8.92778	8.22882	8.69349	10.1799	9.66889	9.69697	11.0768	6.28725	10.0634	8.08746	8.53528	8.65821	7.78136	10.1674	11.6926	6.85167	7.42626	8.82337	7.76818	9.633	9.47573	8.14466	7.5157	10.3772	11.0566	9.4818	10.5887	12.3691	7.87652	8.19967	9.61655	8.58871	11.4147	7.99435	11.3826	8.42626	10.2644	7.32193	5.38568	9.15735
GPR98	13.4383	13.0617	12.5093	12.7793	13.3163	12.5043	12.1485	12.2288	12.4564	12.8688	12.8455	12.2228	12.8455	12.9088	12.4893	11.1357	13.1501	13.1196	12.8258	13.4252	12.3799	12.8178	13.3304	13.3853	13.1261	12.8956	13.0413	12.5265	12.5241	12.3304	12.0668	12.0802	11.933	13.1147	12.6551	13.5981	12.7398	13.3853	12.9012	13.7628	12.4589	12.3359	12.9144	13.3718	13.5387	11.2992	13.2167	13.3163	13.0293	13.9106	12.8198	12.8572	13.0447	13.2718
AMBP	7.30378	9.05257	8.59246	9.84235	5.16726	9.32418	11.7099	8.7039	9.68124	10.8057	9.23122	10.0498	13.5265	10.0084	10.2527	13.279	9.3966	8.76818	10.1421	9.10852	10.3663	10.1548	9.73132	9.76321	6.46271	9.07682	9.40939	9.41996	10.8218	9.99435	12.1706	9.75656	11.5793	9.01681	9.66178	7.96	9.43045	9.45943	9.35315	9.50779	8.56224	9.75656	9.9263	8.24317	8.99718	11.6257	8.50383	8.96578	10.3987	4.70074	9.4818	8.59246	10.0362	8.26679
GDIR1	6.06403	8.15987	10.2167	7.85798	10.9513	10.3772	11.0293	9.51175	9.30834	10.0634	9.47978	11.2644	10.4919	11.42	8.42626	10.5118	10.0768	10.0362	10.1421	8.74819	8.3966	9.99435	9.0954	9.46148	10.7895	10.9144	10.4409	10.7977	10.4094	9.57932	8.81698	10.8376	7.84549	10.1674	8.74819	11.0362	10.1799	8.96	10.8138	9.64205	9.36413	11.933	9.90539	9.13955	8.80735	11.1799	9.64926	7.6865	10.2288	10.3772	8.7039	10.9218	10.2288	10.697
A1AG1	8.08215	9.31741	7.98299	7.88264	8.37938	13.0362	13.6211	11.6027	10.6795	11.6662	10.2408	12.973	14.3233	9.17991	11.4147	15.0276	12.1261	8.9571	8.31741	7.70736	11.7185	7.27612	7.34873	10.944	7.26679	7.88264	9.96578	11.8258	10.5981	11.1923	11.3387	12.0119	12.6773	10.6707	10.4919	7.47573	12.0014	9.44294	11.4252	8.13955	9.52356	11.2935	10.6883	7.59246	8.96	12.9348	9.78627	10.9144	12.0868	8.21917	11.1485	8.69697	10.6528	9.10852
PDLI1	9.13186	9.95855	7.94837	9.18488	5.84152	9.01402	8.00562	8.96867	8.26209	9.45327	9.42417	7.73471	7.7211	6.54535	10.0084	8.24317	6.49262	8.15987	8.86419	8.21432	9.00843	8.19476	5.65298	9.00282	6.33535	7.58496	8.00562	8.09803	8.57365	8.31741	7.2384	8.25267	9.25974	7.62936	8.47978	6.03267	4.45986	9.44294	7.35755	7.09193	6.65887	11.697	5.63803	10.3332	9.86728	10.5603	9.87958	6.0818	10.6883	4.69178	10.2408	4.26774	7.4068	7.76818
GCNT3	7.82115	8.25739	8.87344	5.89864	10.1033	8.35315	8.49185	5.27695	9.75154	7.56986	7.24793	8.8857	8.64746	8.63662	8.66889	6.0034	7.45943	7.43463	7.58496	7.96	9.99435	8.22882	7.16993	8.06609	9.93664	8.84235	10.0768	8	8.46352	6.59544	7.76155	8.89178	8.1977	7.15987	7.02237	8.88874	7.9542	6.39725	8.59246	10.3106	8.77479	8.04439	9.45943	10.973	7.09207	7.31085	7.7879	9.10591	8.08215	8.74819	7.3837	9.49785	9.62571	8.60733
RNT2	10.4512	10.4305	10.0768	9.53333	11.1098	11.7313	11.2288	12.3106	11.3106	10.4818	11.2935	11.4305	10.7814	11.7731	11.3106	9.54496	10.7566	10.6073	10.5603	10.2167	11.5603	11.0498	11.0362	10.4919	10.8533	11.5314	11.3608	10.3443	10.7649	11.1737	10.6348	10.42	10.6707	10.7814	10.8138	11.2761	11.3276	10.7977	11.7524	11.0084	11.0901	10.1033	11.5746	11.5651	10.5216	11.1611	10.4818	11.3608	10.2046	11.42	10.9944	11.4969	11.3987	11.3498
SYG	6.45336	9.11114	10.5507	9.39017	10.1674	9.12153	10.3443	9.54496	10.4919	9.51767	10.2761	10.6073	10.697	10.4717	10.1163	9.17493	9.61655	8.74483	9.67596	9.94983	9.27612	9.67948	9.25267	9.50184	10.1799	10.9144	10.6439	9.85175	9.98014	10.0634	10.2761	9.82496	6.23517	9.74987	9.60733	10.7895	10.3332	9.36194	10.388	9.59433	10.4094	10.1674	10.5603	9.26444	9.65821	10.5118	8.13443	10.4409	9.47573	10.3554	10.0084	10.5793	10.1799	10.2992
TBA1C	6.9558	6.88105	9.52552	10.9944	9.80252	8.26679	7.94251	7.56986	7.52655	10.6707	5.01447	7.44294	9.90087	9.70736	9.21189	6.24378	5.29841	10.8688	10.1033	10.7313	5.97109	6.29803	9.54496	8.82337	6.52213	5.07421	8.633	7.07589	8.63662	5.40136	7.94251	7.63662	10.1674	8.63662	8.83605	5.87555	7.07682	11.2348	9.32868	9.85331	7.9542	10.8376	7.81378	6.25312	10.6707	9.74987	9.71939	5.45001	10.0084	8.26679	8.86419	8.36632	6.27708	8.75154
HABP2	6.71178	11.0084	11.0293	8.20945	10.6795	11.3219	9.85175	10.6257	9.71081	9.95128	11.5651	9.43671	10.7228	9.77808	9.24555	11.0014	10.2408	9.20212	9.68299	10.6528	9.94251	9.78627	10.3219	10.7566	9.94544	9.64746	10.5216	10.6165	8.93958	10.2167	10.8138	9.53916	8.47978	10.9218	10.2877	9.86264	10.9366	10.0362	10.2877	10.1674	10.2167	10.2046	7.59991	10.8765	10.5699	9.99435	10.1421	9.29232	9.05528	9.87805	8.82337	9.71081	10.4094	11.0293
LEG3	11.0224	9.59059	9.51964	7.26679	7.3837	10.6795	9.64024	10.0084	7.59666	11.2107	9.40301	10.4615	9.72281	9.52356	11.42	10.7566	10.6883	10.973	10.9513	11.6439	11.1923	6.50149	8.47167	10.7398	8.10329	8.64746	7.2384	12.3387	11.7356	10.9069	10.1923	5.78323	10.2527	9.00562	10.7056	8.05528	10.2877	9.54303	10.8297	8.8009	5.4653	14.0951	8.00562	7.92481	11.8533	13.2556	12.4331	7.58496	12.412	6.6865	12.5068	7.58496	7.2854	10.3663
K1C9	14.8238	14.5265	15.3478	15.1033	15.0575	14.1908	13.2467	14.3512	12.8337	14.5018	13.9926	12.8765	14.1752	14.464	15.392	12.8591	13.3304	15.8894	14.8775	16.0383	13.5627	13.6325	14.8484	14.1357	14.4252	13.3718	14.5864	13.0084	16.3216	14.92	15.5173	12.9237	16.5834	13.1923	14.1115	13.7731	13.8037	15.786	14.0447	14.2732	13.3304	14.6718	14.4252	14.1277	14.6039	16.7073	14.4318	15.7207	14.1437	13.8138	13.0566	12.4893	14.4252	15.0909
TLR2	7.05289	7.55459	7.41785	8.14975	4.67519	8.60363	6.81248	6.43129	8.50383	7.56986	8.84549	7.83289	7.16967	6.74147	8.67948	6.69917	6.24572	7.44294	7.47573	6.56585	9.32868	5.80195	7.19967	7.53916	7.49985	7.09803	8.27146	7.59246	8.43879	8.65105	7.71425	8.37069	8.66178	6.57894	7.84549	5.73094	6.91886	6.458	5.38765	6.83289	8.57743	8.27146	5.34416	6.26131	8.04985	6.65393	6.88264	8.77808	7.99886	5.64738	8.52748	6.4206	8.66178	4.81784
HV305	6.77338	10.1548	7.81378	8.83289	5.36306	8.92778	9.64746	9.59059	8.62571	8.90989	9.24793	9.29232	7.94542	7.62936	9.44501	9.26679	8.42206	8.92481	9.27612	9.65285	10.9218	9.28077	7.39232	9.14211	8.03342	9.05799	7.09803	8.52748	8.80413	10.2527	9.06609	9.6987	8.83289	7.35755	10.1421	6.38161	8.15987	6.97694	7.90087	8.61102	8.89482	9.64205	9.07682	8.13443	8.39232	8.32643	8.77149	7.54689	9.633	7.93664	9.84392	8.17493	8.60733	8.03342
DIAC	7.44084	7.85175	8.04439	4.06428	8.73809	9.24317	8.29002	9.2384	7.90087	8.01681	7.72792	8.05528	8.14466	8.56224	8.45533	7.16993	7.66534	8.14975	8.48784	8.39232	7.97728	7.97154	7.90087	6.93616	8.33539	8.12928	8.25739	7.62936	7.43367	6.73483	8.15482	7.97728	8.03323	8.01681	7.98868	8.29462	8.72451	6.64232	8.22882	7.60733	8.25267	7.94251	8.3443	7.97154	8.35755	8.29002	8.25739	7.32797	6.32268	8.25739	7.69349	8.45533	8.14975	7.89482
TPIS	14.0532	6.83289	10.8376	10.7731	8.64024	11.9031	12.0293	10.5793	10.7313	13.1877	11.6027	12.158	14.0189	11.5934	13.7834	12.4278	10.4615	11.4615	11.5459	12.5675	12.3934	8.35315	10.3663	10.7313	7.33092	9.04439	11.2586	12.7977	12.7503	12.2586	13.1115	13.1674	13.4252	6.64349	12.2877	11.3106	7.9542	12.4691	12.8158	7.40088	11.3106	15.0102	8.60733	9.27845	13.2363	14.4831	13.5507	10.6618	13.7419	7.09071	13.7313	5.14373	10.8297	11.8765
HSP13	7.76818	8.69	9.01402	7.96578	9.92926	10.0768	8.65821	8.84549	8.37938	9.10852	9.56224	8.46761	8.23362	10.3663	8.96867	8.40939	9.95274	9.71425	9.90539	9.95855	9.17243	10.0224	10.1799	8.8009	9.47978	9.55075	8.79116	7.78136	10.0362	9.35975	9.75154	6.88264	9.47573	9.50581	9.78136	9.10066	10.1674	7.41785	9.20701	9.10329	8.41785	9.40088	10.0224	10.6165	9.0634	9.47167	9.77479	6.69414	8.92481	9.24317	9.61839	10.0362	7.74147	8.97441
LSR	11.0014	7.55459	8.07146	8.82655	9.53138	10.2992	9.19967	9.63662	9.54689	9.51964	9.80252	9.46557	10.5887	10.7566	9.98014	7.07682	9.23601	7.84549	9.25267	9.53138	10.0498	9.29232	8.47978	10.0498	10.8918	9.68124	11.043	9.05257	9.84235	9.01402	8.19476	9.61655	9.64386	9.32418	10.2877	4.14781	10.3987	9.18982	10.1674	8.18982	9.37938	11.9293	7.84549	9.85954	5.78637	12.7249	8.224	11.5793	8.65464	9.94691	7.82655	9.67772	10.6883	11.0967
TIMP1	11.8138	11.3554	12.8765	10.697	10.6528	11.0634	11.2819	11.2167	11.3443	11.4666	12.6004	11.1674	12.6839	11.1033	12.2015	12.388	11.8455	10.9944	12.0868	11.0967	12.2497	12.06	11.8017	11.4041	10.5887	9.4818	11.4717	10.0498	11.4357	11.3332	11.4041	12.3526	11.8688	10.4717	11.9694	11.6119	10.8688	11.5314	11.9218	10.9218	11.8918	12.2318	12.043	11.5265	11.8765	11.8057	11.7773	11.7185	11.2228	11.2167	11.9366	11.865	12.0532	11.7855
HEMO	11.3934	10.1293	10.1674	10.4615	9.34873	13.7834	14.9837	12.3526	12.4793	15.0951	11.4919	14.3718	16.1176	11.7271	14.3853	16.1965	14.0102	12.1768	11.2935	11.6795	13.1082	9.76818	10.8455	12.464	10.1033	10.1163	11.8178	12.8297	12.9622	13.7731	14.3853	13.7834	15.1946	11.8258	12.2137	8.98014	12.7249	11.5118	12.628	10.6795	11.3387	13.6883	11.9476	6.98868	11.4767	15.464	12.183	11.4094	13.6773	10.1923	12.5531	10.4305	11.0154	11.0498
ALBU	17.9601	17.3836	17.0743	17.2326	16.0554	19.2279	20.2877	18.4046	18.7106	19.9601	18.0479	19.8876	21.1143	18.1898	19.816	21.1886	19.5261	18.3277	17.4972	17.7667	18.9229	17.2604	17.2326	18.9854	16.6382	16.6382	17.92	18.9742	18.4334	19.3495	20.0691	19.2302	20.2535	18.1002	17.8906	16.8113	18.805	17.8667	18.6628	16.5893	17.528	19.1752	18.5127	16.6096	17.5805	20.417	18.3101	18.0743	19.1357	17.2232	18.0265	16.9316	17.7796	17.8113
CATL1	8.96578	9.31515	11.2527	9.15735	11.1357	10.7649	9.01681	10.3219	10.2527	8.53528	10.3554	10.0224	9.51373	9.86264	9.89178	10.1421	9.87805	10.0634	10.7398	10.4919	11.1098	9.72962	10.7566	9.5812	11.2935	10.9293	10.0498	9.60177	9.99435	10.2046	10.6883	10.1163	9.64386	10.3219	9.41785	9.81698	9.55842	10.5793	10.9801	10.0362	9.9542	8.9571	10.2408	10.388	9.95855	9.45943	9.17243	9.46557	9.52356	10.9218	9.62753	10.8138	10.697	11.2819
LV301	11.5118	13.3021	10.6883	13.1228	11.3276	11.0901	13.3581	11.4252	13.5627	13.0532	12.8297	11.7731	12.697	11.9549	13.3304	11.4305	11.5603	12.8533	12.944	11.933	13.9293	12.8158	12.3163	12.5675	11.6211	11.744	11.7773	12.5627	13.5864	12.6795	11.2644	12.5911	12.8727	11.2992	12.888	11.1861	9.41996	12.5864	11.2586	12.1892	12.7056	12.9567	12.7773	11.7482	12.9125	13.263	13.0102	12.6234	13.2482	12.5191	12.9567	12.9012	13.0617	11.6528
HPT	10.9293	11.697	8.98299	11.0014	14.4831	13.464	14.5981	14.1517	14.9431	14.4512	11.9622	13.8435	16.0511	10.8455	14.4767	16.4592	14.2213	14.8287	12.464	12.9031	15.435	14.8965	14.4576	13.2718	13.6439	14.9339	14.0447	13.2046	12.6506	14.7885	15.0575	14.6883	15.5805	14.6495	13.4383	13.7524	14.0014	13.3304	15.8509	15.9748	12.9163	13.3581	14.2288	11.2167	13.9476	15.7126	13.1548	10.5981	12.6573	13.8037	13.9837	15.6937	13.5746	9.69523
CATH	10.2877	9.98014	11.0498	9.15987	11.1163	12.3853	13.1752	9.74651	10.6707	11.9513	10.2527	11.7936	13.3853	10.9069	11.3718	14.0785	11.1357	9.9571	8.87344	10.1674	11.1485	8.88874	10.2992	11.4512	11.1923	9.94837	10.2644	11.2935	10.9144	11.9144	12.5675	11.5459	11.888	10.6618	9.82496	9.43879	11.0634	11.1228	10.8918	8.81057	10.2992	10.6439	10.2408	9.69523	10.7977	12.3106	10.4919	9.82655	11.2167	11.4041	10.8994	10.4818	11.0154	10.7142
FA5	11.1485	12.8975	10.8297	10.8218	11.7649	10.0634	11.0362	8.42626	12.6325	11.5459	12.8975	10.8611	11.3608	12.2348	11.9256	9.48382	10.8994	11.6618	11.4818	11.6573	11.8098	10.0084	11.9031	10.5603	12.3799	11.8218	12.8297	9.21917	11.4564	11.0901	11.5068	11.1293	11.5118	10.5603	12.0154	11.4252	10.1421	11.4767	12.0498	11.6303	11.5068	11.7773	11.8688	11.9944	12.1892	11.5603	11.0768	12.9712	11.6926	10.8994	10.6165	12.4014	11.744	11.6348
KNG1	9.17991	10.3554	6.82018	8.24793	4.49478	11.6926	12.7398	10.1421	10.8218	13.6439	10.4717	11.5651	15.2251	7.14975	12.9694	15.4415	12.1517	8.40514	9.25503	10.5887	10.8918	8.32643	8.76818	11.4666	7.45121	7.72792	8.15987	10.0224	9.44294	12.1706	13.5981	11.6662	14.0189	9.78627	10.6618	6.45766	10.5981	10.3443	9.38802	5.949	8.47978	11.1098	9.45533	8.04985	9.44087	14.2586	9.00562	7.43463	10.388	7.62936	10.8611	8.96	10.4305	8.91289
CD44	7.42114	9.14466	7.7879	5.93504	5.41773	9.81538	7.03342	8.24317	7.85798	6.99608	8.46761	9.81538	8.53916	8.16491	9.54689	8.7879	7.88874	9.11374	7.85175	8.76155	9.5411	7.82655	8.31288	8.12412	8.16491	7.67243	7.67948	9.10852	7.76155	9.34207	7.66534	8.11894	7.94251	9.52748	8.01123	8.6865	8.224	6.74911	8.61102	9.53722	6.79442	8.48382	7.74819	8.91289	7.87036	8.02237	8.77808	5.89901	8.41363	8.5812	8.633	7.85175	8.35755	8.41363
FMOD	8.7879	8.66534	8.52748	5.65613	9	8.26679	8.37069	9.14211	9.40301	9.36851	9.33316	8.09276	9	8.38802	9.63481	7.91289	8.224	9.70217	9.55842	8.64024	8.66889	8.93074	9.28771	8.84549	9.25739	7.43463	8.50779	8.53528	9.56986	9.49185	10.0901	8.40939	10.8918	7.25739	8.90689	8.74819	7.67948	9.50383	6.69362	9.17742	8.12412	7.77629	5.33888	8.61471	6.85056	6.98236	9.38586	9.72962	8.90388	6.86734	10.8611	9.51175	9.55459	8.67596
ASPH	9.03342	9.48583	10.2527	9.74147	10.8533	8.99152	9.34873	9.17493	9.26913	10.1548	9.81858	9.92184	9.99435	10.3772	9.98014	7.92481	9.99435	10.5411	10.2408	10.944	9.80413	9.90087	10.3332	9.7879	10.7977	10.1163	10.6439	8.84862	10.3443	9.39017	9.54496	9.46148	8.66889	10.1033	9.24317	10.973	9.92035	11.0768	10.5507	10.4717	10.2167	10.3772	10.7056	10.1421	10.0901	9.64386	10.0224	10.9586	10.6439	10.3663	6.12688	10.2644	10.2761	10.8765
HEBP2	7.01003	9.21432	5.68203	8.60733	6.48439	7.85798	8.54303	8.17991	7.0051	9.18735	8.35755	6.16255	10.0498	8.12412	9.63844	9.78627	6.72792	8.18982	8.99152	6.91507	10.0084	7.3837	7.2384	7.65821	6.85904	4.55641	5.80238	9.12153	9.15482	8.24793	7.52356	9.67243	6.27453	8.14466	9.35315	5.87338	5.78863	7.21917	5.64559	7.62205	7.30378	11.1674	5.24356	10.1674	9.99435	10.3987	9.07146	5.65993	9.86264	5.86798	9.40088	6.11999	7.16993	6.71425
SIL1	7.66534	8.74147	7.67243	6.61361	9.35975	9.41785	8.08215	10.4512	7.53138	7.87652	8.70044	8.26209	8.73132	8.82337	8.97728	7.04439	8.74483	9.20457	8.80413	8.75822	9.52748	10.0084	9.40088	8.95128	8.71425	9.32193	8.37069	9.75322	9.23362	8.85487	9.40939	6.91	8.59991	8.48382	9	7.61471	10.5314	7.9542	9.39232	9.55842	6.33152	7.73666	9.33539	9.22641	9.32868	7.46233	9.19722	7.99435	7.72792	7.82018	9.05528	8.74147	8.62205	7.88264
LV204	8.20945	9.18982	5.42897	10.697	8.37938	7.34334	5.58732	8.01681	9.98014	7.37181	9.98014	7.44294	8.48784	8.30834	9.51767	5.75591	5.79387	10.7398	8.2854	9.13699	7.33985	7.08746	7.53916	7.59246	8.43879	7.62936	10.0362	6.98868	11.4357	7.91886	4.95146	9.49586	10.7142	5.94775	8.98299	7.44294	5.51764	10.3772	8.33985	6.54535	7.48382	10.5981	7.22499	5.07223	9.30378	6.99605	7.52912	11.5459	11.4717	9.38586	10.0498	4.98182	9.3443	7.5157
FOLH1	6.39164	10.9069	8.50779	6.27365	8.01681	9.53333	6.78718	7.78136	8.33985	9.2503	9.54689	8.32643	9.92333	9.02514	8.87344	9.54882	6.2477	9.35535	7.91289	9.00562	11.0634	7.97154	9.00282	8.2384	8.77808	8.09276	10.4512	6.85052	8.37069	9.15228	9.11114	7.93664	8.69	8.65105	8.26209	8.56605	4.84555	9.76984	8.82655	8.09803	9.18239	10.4094	7.73471	7.56224	10.0634	9.45738	9.99435	10.0498	10.3219	7.27612	9.59433	7.49185	10.7649	8.84862
LC1L1	7.99435	7.82655	7.12928	5.91471	10.5216	9.74819	10.0634	7.63662	9.94691	9.63481	9.51175	10.6883	11.2167	11.2467	9.65464	10.8297	9.55267	7.81378	7.36632	7.31288	8.78463	7.03342	7.66534	8.76155	10.2877	10.5699	10.7398	9.07146	8.78136	7.54689	8.91588	8.78136	7.08746	8.44294	8.37504	10.7398	10.0634	7.22882	10.2288	8.83289	8.92778	7.3837	9.73978	10.5793	7.49985	10.8533	9.41574	10.8057	7.49985	9.64024	9.42626	10.8297	10.8994	10.7814
RINI	9.29232	8.72792	6.87036	5.28102	5.79582	10.6618	10.3219	9.56796	7.79442	9.99435	7.33092	10.9366	12.5387	9.50184	10.9658	11.8138	9.28309	8.65464	7.26679	9.90388	10.7056	8.41363	6.2405	7.92481	8.17493	7.90689	7.7211	11.7099	11.5793	10.8057	10.9366	11.2935	10.1799	5.3549	10.1163	6.90689	6.56834	6.74888	11.0967	5.62649	7.33092	13.863	5.22626	4.9936	10.2288	11.9144	11.7056	7.45943	12.0634	6.58997	11.697	6.32818	8.42206	7.58496
MCFD2	10.6707	9.03067	11.7228	9.04166	12.1389	10.0901	11.2992	9.78463	10.2992	8.64024	9.53528	10.6528	9.57365	11.5507	9.60363	9.12153	8.96578	8.42206	9.44294	9.24555	9.68124	9.02514	10.2644	9.49985	11.3332	11.8533	10.7895	9.41996	10.6707	9.02791	9.00843	9.67596	9.54303	10.5118	8.45943	11.1861	10.6883	10.7482	12.4538	10.0224	11.1357	10.0901	10.7977	9.64205	9.17991	10.2288	9.01681	10.3443	9.79442	11.3987	8.50779	10.4615	10.3332	11.0014
A1BG	10.1293	7.05528	5.67934	10.4512	7.2384	11.7895	13.0549	10.2046	10.4919	12.6073	9.35315	12.1548	13.8337	8.38802	11.5459	15.0951	11.6528	9.66889	7.03342	9.96434	11.0498	6.25927	9.98014	10.8688	4.69805	7.35755	7.18982	10.5118	10.4305	10.6795	11.8416	11.7013	13.0515	9.38802	9.99435	7.74147	10.5411	10.1548	11.0154	4.30413	7.7211	11.043	10.2288	8.94544	10.6073	13.1969	9.79116	7.42626	11.2046	6.80926	10.6257	5.30763	9.47978	6.256
LV403	10.4818	11.9979	10.4717	13.2805	9.92926	11.6662	11.9366	9.61655	11.8572	12.2107	12.0498	10.8218	11.1485	10.5216	12.2467	11.1674	10.8533	11.6751	12.3554	11.5167	13.2333	11.1033	10.7731	11.0835	10.8918	11.4357	10.2761	12.0084	12.4666	11.0154	9.33092	12.6096	12.7936	10.4305	12.664	9.94544	8.97441	12.1954	9.43254	9.61102	11.3987	12.2527	11.4818	10.5018	12.2935	11.3826	12.0464	11.3718	12.0362	11.0084	12.577	11.1357	11.3049	10.4094
PROL4	19.3386	18.547	15.4799	16.2586	15.6467	18.9882	15.3092	18.8936	16.494	18.0426	15.1477	14.5864	17.6523	15.2659	18.3752	17.2042	17.9488	15.7961	17.4252	15.9153	18.2232	15.1517	19.0532	17.8545	15.9635	14.9837	14.863	17.805	15.6325	18.6869	18.3878	15.7099	15.5893	14.863	14.2288	17.5049	17.9083	17.786	18.6024	19.2489	18.5394	16.0297	15.3127	17.9601	16.2493	17.8175	17.5731	16.5065	16.448	18.2466	15.7233	14.8037	15.5387	18.4576
KV301	9.79928	11.9181	12.3663	11.7313	12.8746	11.0014	10.6883	10.2992	11.3934	11.6883	11.7566	11.2761	12.5314	11.8842	11.3663	10.9069	11.5459	12.3581	12.5338	11.7936	11.4147	11.584	12.279	11.6027	13.8727	11.1033	11.3718	9.74651	12.2258	10.9658	10.5981	11.9908	10.7056	12.0293	11.9766	11.7566	10.9293	12.2167	12.0835	12.3247	12.1357	11.7731	11.7524	11.3934	11.7773	10.8765	11.8138	11.2644	12.4041	12.8158	11.5068	11.5555	11.769	11.1923
CYTS	13.7628	15.6991	15.9293	16.4496	15.734	15.7153	16.3074	15.2622	15.6495	16.1635	15.412	16.1946	16.6096	16.734	15.6551	15.3478	15.7885	16.3251	16.6096	15.5657	15.8037	15.5173	16.786	15.7936	16.1216	15.9992	15.2475	15.6467	16.2156	15.4736	14.7936	15.5018	16.3564	15.6068	15.4512	15.8582	16.1791	16.6382	15.3056	16.0951	15.7885	16.1377	16.1635	15.2363	15.9454	16.0868	15.4736	16.0951	16.0297	15.9792	15.9012	16.7471	16.2288	16.1556
TUT4	9.07948	10.1674	6.02923	8.16992	8.54689	9.17742	9.43879	9.02791	9.85643	11.5118	10.0224	8.95128	9.43045	9.52356	8.67596	6.91886	10.0901	10.7731	9.23122	5.91919	9.96578	9.33985	10.1548	8.56224	8.67243	8.32643	7.25739	8.70044	9.67243	9.13699	6.43923	9.42626	9.12153	9.75656	10.42	8.85798	7.88264	9.46761	7.03394	10.6348	9.0954	10.6257	9.72622	8.98868	8.98868	5.09729	10.8842	6.534	8.06989	8.19967	10.1421	8.87344	9.67419	9.19967
FINC	8.69697	10.2877	10.7731	12.2761	7.67243	11.5265	12.7377	8.68299	12.0084	12.1674	10.0362	11.2408	13.4893	11.2992	11.7936	14.5864	11.3106	10.8688	10.8918	10.5793	10.0498	9.98014	10.8297	10.3554	10.6073	9.11114	12.2438	10.1799	11.8842	11.3608	12.5362	12.2408	13.1357	8.62936	12.3498	9.44294	8.54303	10.3554	8.13443	6.80735	10.1421	11.744	11.5887	9.84862	11.7142	12.5142	12.3415	13.0396	10.8057	8.77149	10.6257	10.2644	12.5314	12.0293
KV118	9.28077	10.9513	4.83896	9.70563	6.53116	8.49185	9.01681	6.1498	9.83763	7.69349	9.01123	7.13955	8.61471	6.89685	10.6165	8.23362	7.65821	7.81378	9.26444	8.3837	9.60918	7.5157	7.8009	8.24317	5.52503	7.47573	8.60733	7.65821	9.50184	7.97728	7.64308	7.1085	11.6439	8.34873	10.1293	7.05113	4.56414	8.05528	6.01955	4.90801	9.3015	9.75489	9.69174	5.33714	9.94691	8.47573	9.85954	6.3742	10.8376	6.99436	10.1548	7.49455	10.4409	8.30378
